date,description,amount
2023-08-18,"SHELL OIL",-69.42
2023-08-18,"CHIPOTLE",-26.55
2023-08-18,"STARBUCKS",-6.52
2023-08-18,"TARGET",-29.70
2023-08-18,"BART TICKET",-15.45
2023-08-18,"STARBUCKS",-10.93
2023-08-19,"WHOLE FOODS MKT",-27.44
2023-08-19,"76 STATION",-35.46
2023-08-19,"TACO BELL",-20.03
2023-08-19,"PHILZ COFFEE",-5.36
2023-08-19,"GAP",-11.26
2023-08-19,"DAVE AND BUSTERS",-52.72
2023-08-19,"STARBUCKS",-11.69
2023-08-20,"WALMART SUPERCENTER",-63.83
2023-08-20,"ARCO AMPM",-54.16
2023-08-20,"PIZZA PORT",-32.14
2023-08-20,"DUNKIN",-8.52
2023-08-20,"WALMART.COM",-63.45
2023-08-20,"LYFT",-23.44
2023-08-20,"AMC THEATRES",-37.88
2023-08-20,"AMAZON.COM",-5.32
2023-08-21,"ARCO AMPM",-54.13
2023-08-21,"PANERA BREAD",-8.66
2023-08-21,"PEETS COFFEE",-10.87
2023-08-21,"UNIQLO",-37.81
2023-08-22,"CHEVRON",-64.50
2023-08-22,"DOORDASH",-34.97
2023-08-22,"STARBUCKS",-9.37
2023-08-22,"NYT SUBSCRIPTION",-10.49
2023-08-23,"SAFEWAY",-52.29
2023-08-23,"ARCO AMPM",-54.98
2023-08-23,"MCDONALDS",-24.76
2023-08-23,"LOCAL COFFEE SHOP",-10.74
2023-08-23,"DOLLAR STORE",-29.07
2023-08-23,"LIME SCOOTER",-24.66
2023-08-24,"SUBWAY",-23.43
2023-08-24,"PEETS COFFEE",-5.66
2023-08-24,"WALMART.COM",-12.12
2023-08-24,"MCDONALDS",-10.68
2023-08-25,"ARCO AMPM",-38.78
2023-08-25,"MCDONALDS",-33.80
2023-08-25,"DUNKIN",-8.08
2023-08-25,"WALMART.COM",-32.54
2023-08-25,"7-ELEVEN",-20.46
2023-08-25,"7-ELEVEN",-6.56
2023-08-26,"SPROUTS FARMERS MKT",-33.68
2023-08-26,"ARCO AMPM",-42.56
2023-08-26,"SUBWAY",-26.36
2023-08-26,"STARBUCKS",-7.39
2023-08-26,"GAP",-29.48
2023-08-26,"LYFT",-9.33
2023-08-26,"7-ELEVEN",-7.55
2023-08-27,"SPROUTS FARMERS MKT",-119.77
2023-08-27,"CHEVRON",-71.06
2023-08-27,"MCDONALDS",-34.48
2023-08-27,"STARBUCKS",-10.70
2023-08-27,"CVS",-48.84
2023-08-27,"TICKETMASTER",-57.06
2023-08-28,"PG&E ELECTRIC",-95.92
2023-08-28,"ARCO AMPM",-53.87
2023-08-28,"CHIPOTLE",-24.64
2023-08-28,"STARBUCKS",-8.15
2023-08-28,"BEST BUY",-29.74
2023-08-28,"TICKETMASTER",-30.98
2023-08-28,"STARBUCKS",-7.71
2023-08-29,"ARCO AMPM",-42.65
2023-08-29,"LOCAL BISTRO",-25.72
2023-08-29,"PEETS COFFEE",-8.56
2023-08-29,"UNIQLO",-45.27
2023-08-29,"LYFT",-4.17
2023-08-30,"CHEVRON",-42.45
2023-08-30,"PIZZA PORT",-12.20
2023-08-30,"DUNKIN",-8.27
2023-08-30,"BEST BUY",-32.87
2023-08-31,"LOCAL MARKET",-40.34
2023-08-31,"ARCO AMPM",-58.36
2023-08-31,"PANERA BREAD",-13.62
2023-08-31,"STARBUCKS",-11.43
2023-09-01,"ACH PAYROLL",4335.06
2023-09-01,"RENT PAYMENT",-2400.00
2023-09-01,"COSTCO WHOLESALE",-80.04
2023-09-01,"76 STATION",-52.83
2023-09-01,"UBER EATS",-14.73
2023-09-01,"LOCAL COFFEE SHOP",-5.18
2023-09-01,"TARGET",-70.78
2023-09-01,"PLANET FITNESS",-94.83
2023-09-01,"7-ELEVEN",-23.39
2023-09-02,"WATER DISTRICT",-120.69
2023-09-02,"COSTCO WHOLESALE",-115.39
2023-09-02,"CHEVRON",-55.74
2023-09-02,"MCDONALDS",-38.09
2023-09-02,"STARBUCKS",-7.83
2023-09-02,"TARGET",-73.71
2023-09-02,"UBER",-19.35
2023-09-02,"COPAY",-46.44
2023-09-03,"COSTCO WHOLESALE",-102.70
2023-09-03,"76 STATION",-57.33
2023-09-03,"PIZZA PORT",-35.02
2023-09-03,"PEETS COFFEE",-6.10
2023-09-03,"BEST BUY",-42.36
2023-09-03,"LIME SCOOTER",-21.74
2023-09-03,"DAVE AND BUSTERS",-58.84
2023-09-04,"SHELL OIL",-59.21
2023-09-04,"SUSHI HOUSE",-42.65
2023-09-04,"DUNKIN",-9.66
2023-09-04,"DOLLAR STORE",-63.92
2023-09-04,"WALGREENS",-49.74
2023-09-05,"76 STATION",-45.81
2023-09-05,"SUSHI HOUSE",-30.92
2023-09-05,"PEETS COFFEE",-6.23
2023-09-05,"UBER",-21.96
2023-09-06,"SHELL OIL",-68.89
2023-09-06,"PIZZA PORT",-18.48
2023-09-06,"STARBUCKS",-7.27
2023-09-07,"EXXON MOBIL",-67.81
2023-09-07,"UBER EATS",-42.61
2023-09-07,"DUNKIN",-10.67
2023-09-07,"NYT SUBSCRIPTION",-5.04
2023-09-08,"SAFEWAY",-51.30
2023-09-08,"SUSHI HOUSE",-12.50
2023-09-08,"STARBUCKS",-5.54
2023-09-08,"AMC THEATRES",-36.79
2023-09-09,"WALMART SUPERCENTER",-27.93
2023-09-09,"ARCO AMPM",-46.72
2023-09-09,"PANERA BREAD",-41.28
2023-09-09,"PHILZ COFFEE",-7.34
2023-09-09,"UNIQLO",-42.46
2023-09-09,"CLIPPER CARD",-17.09
2023-09-10,"COSTCO WHOLESALE",-70.58
2023-09-10,"CHEVRON",-72.11
2023-09-10,"UBER EATS",-38.51
2023-09-10,"DUNKIN",-8.59
2023-09-10,"DOLLAR STORE",-157.13
2023-09-10,"STARBUCKS",-19.79
2023-09-11,"76 STATION",-57.35
2023-09-11,"MCDONALDS",-44.91
2023-09-11,"STARBUCKS",-7.36
2023-09-11,"CVS",-19.53
2023-09-11,"SPOTIFY",-30.74
2023-09-11,"CVS PHARMACY",-27.59
2023-09-12,"EXXON MOBIL",-42.09
2023-09-12,"DOORDASH",-27.80
2023-09-12,"STARBUCKS",-9.24
2023-09-12,"AMAZON.COM",-16.68
2023-09-12,"KINDLE EBOOK",-23.87
2023-09-13,"WALMART SUPERCENTER",-62.39
2023-09-13,"CHEVRON",-66.02
2023-09-13,"PIZZA PORT",-26.31
2023-09-13,"DUNKIN",-5.29
2023-09-13,"7-ELEVEN",-16.56
2023-09-14,"CHEVRON",-44.30
2023-09-14,"TACO BELL",-19.42
2023-09-14,"STARBUCKS",-7.92
2023-09-14,"LYFT",-33.24
2023-09-15,"DIRECT DEPOSIT - EMPLOYER",4332.76
2023-09-15,"TRADER JOES",-104.24
2023-09-15,"UBER EATS",-33.89
2023-09-15,"STARBUCKS",-10.77
2023-09-15,"EBAY",-81.19
2023-09-15,"TICKETMASTER",-39.35
2023-09-15,"7-ELEVEN",-15.59
2023-09-16,"LOCAL MARKET",-106.54
2023-09-16,"ARCO AMPM",-36.73
2023-09-16,"MCDONALDS",-35.02
2023-09-16,"STARBUCKS",-9.84
2023-09-17,"COMCAST INTERNET",-166.98
2023-09-17,"WHOLE FOODS MKT",-16.38
2023-09-17,"EXXON MOBIL",-46.68
2023-09-17,"LOCAL BISTRO",-15.21
2023-09-17,"PEETS COFFEE",-7.12
2023-09-17,"UBER",-33.88
2023-09-17,"PLAYSTATION NETWORK",-20.48
2023-09-18,"EXXON MOBIL",-38.16
2023-09-18,"SUSHI HOUSE",-41.78
2023-09-18,"LOCAL COFFEE SHOP",-9.15
2023-09-18,"DOLLAR STORE",-58.40
2023-09-18,"RITE AID",-28.66
2023-09-18,"STARBUCKS",-19.26
2023-09-19,"76 STATION",-66.93
2023-09-19,"CHIPOTLE",-11.48
2023-09-19,"PHILZ COFFEE",-10.88
2023-09-19,"AMAZON.COM",-62.98
2023-09-19,"TICKETMASTER",-28.80
2023-09-19,"7-ELEVEN",-14.34
2023-09-20,"SUBWAY",-43.00
2023-09-20,"DUNKIN",-9.12
2023-09-20,"BEST BUY",-24.61
2023-09-21,"COSTCO WHOLESALE",-72.43
2023-09-21,"CHEVRON",-36.88
2023-09-21,"MCDONALDS",-31.25
2023-09-21,"LOCAL COFFEE SHOP",-5.86
2023-09-22,"COSTCO WHOLESALE",-33.02
2023-09-22,"76 STATION",-60.39
2023-09-22,"SUSHI HOUSE",-42.01
2023-09-22,"LOCAL COFFEE SHOP",-4.03
2023-09-22,"GAP",-24.69
2023-09-22,"CLIPPER CARD",-14.37
2023-09-23,"WALMART SUPERCENTER",-89.81
2023-09-23,"CHEVRON",-71.48
2023-09-23,"DOORDASH",-42.89
2023-09-23,"PHILZ COFFEE",-9.53
2023-09-23,"DOLLAR STORE",-45.87
2023-09-23,"CLIPPER CARD",-34.29
2023-09-23,"COPAY",-11.66
2023-09-24,"SAFEWAY",-90.89
2023-09-24,"EXXON MOBIL",-56.24
2023-09-24,"MCDONALDS",-31.98
2023-09-24,"PHILZ COFFEE",-4.05
2023-09-24,"UNIQLO",-206.30
2023-09-24,"7-ELEVEN",-13.28
2023-09-25,"CHIPOTLE",-11.53
2023-09-25,"PEETS COFFEE",-6.25
2023-09-25,"BEST BUY",-17.62
2023-09-26,"COSTCO WHOLESALE",-99.41
2023-09-26,"CHEVRON",-62.31
2023-09-26,"LOCAL BISTRO",-42.00
2023-09-26,"PHILZ COFFEE",-6.55
2023-09-26,"UBER",-30.32
2023-09-27,"PIZZA PORT",-13.15
2023-09-27,"STARBUCKS",-4.48
2023-09-27,"GAP",-32.03
2023-09-27,"WALGREENS",-17.69
2023-09-28,"LOCAL BISTRO",-38.51
2023-09-28,"DUNKIN",-5.19
2023-09-28,"GAP",-56.64
2023-09-28,"PARKING METER",-21.56
2023-09-28,"7-ELEVEN",-13.67
2023-09-29,"PIZZA PORT",-26.08
2023-09-29,"STARBUCKS",-11.98
2023-09-29,"BEST BUY",-27.16
2023-09-29,"7-ELEVEN",-23.33
2023-09-30,"LOCAL MARKET",-77.05
2023-09-30,"SHELL OIL",-73.21
2023-09-30,"PANERA BREAD",-13.87
2023-09-30,"STARBUCKS",-11.41
2023-09-30,"AMAZON.COM",-39.60
2023-09-30,"CLIPPER CARD",-30.90
2023-09-30,"MCDONALDS",-10.03
2023-09-30,"STARBUCKS",-24.57
2023-10-01,"ACH PAYROLL",4211.77
2023-10-01,"RENT PAYMENT",-2400.00
2023-10-01,"SAFEWAY",-81.16
2023-10-01,"76 STATION",-42.27
2023-10-01,"UBER EATS",-44.87
2023-10-01,"PEETS COFFEE",-6.66
2023-10-01,"AMAZON.COM",-74.98
2023-10-01,"CLIPPER CARD",-9.61
2023-10-01,"STEAM GAMES",-41.65
2023-10-01,"24 HOUR FITNESS",-39.44
2023-10-01,"STARBUCKS",-6.02
2023-10-02,"WATER DISTRICT",-76.76
2023-10-02,"EXXON MOBIL",-65.17
2023-10-02,"SUBWAY",-20.06
2023-10-02,"PHILZ COFFEE",-5.64
2023-10-02,"DOLLAR STORE",-31.69
2023-10-02,"BART TICKET",-27.04
2023-10-02,"KINDLE EBOOK",-32.68
2023-10-03,"UBER EATS",-11.91
2023-10-03,"PEETS COFFEE",-5.32
2023-10-03,"RITE AID",-48.78
2023-10-03,"AMAZON.COM",-21.17
2023-10-04,"UBER EATS",-23.06
2023-10-04,"STARBUCKS",-8.83
2023-10-04,"BART TICKET",-18.50
2023-10-04,"STARBUCKS",-6.00
2023-10-05,"ARCO AMPM",-57.85
2023-10-05,"DOORDASH",-22.69
2023-10-05,"DUNKIN",-4.36
2023-10-05,"AMAZON PRIME",-12.76
2023-10-05,"EBAY",-11.80
2023-10-06,"SHELL OIL",-54.05
2023-10-06,"PIZZA PORT",-43.37
2023-10-06,"PHILZ COFFEE",-6.51
2023-10-06,"TARGET",-50.21
2023-10-06,"CLIPPER CARD",-28.89
2023-10-06,"TICKETMASTER",-44.77
2023-10-07,"TRADER JOES",-75.03
2023-10-07,"EXXON MOBIL",-74.72
2023-10-07,"DOORDASH",-44.13
2023-10-07,"PEETS COFFEE",-10.32
2023-10-07,"GAP",-53.40
2023-10-08,"COMCAST INTERNET",-43.06
2023-10-08,"COSTCO WHOLESALE",-48.31
2023-10-08,"76 STATION",-48.57
2023-10-08,"LOCAL BISTRO",-38.91
2023-10-08,"LOCAL COFFEE SHOP",-7.76
2023-10-08,"GAP",-16.59
2023-10-08,"PARKING METER",-22.65
2023-10-09,"WHOLE FOODS MKT",-84.94
2023-10-09,"DOORDASH",-10.39
2023-10-09,"LOCAL COFFEE SHOP",-9.13
2023-10-09,"BEST BUY",-61.82
2023-10-09,"PARKING METER",-17.18
2023-10-09,"7-ELEVEN",-7.86
2023-10-10,"TACO BELL",-15.73
2023-10-10,"LOCAL COFFEE SHOP",-7.65
2023-10-10,"APPLE ICLOUD",-6.16
2023-10-10,"UNIQLO",-73.57
2023-10-10,"AMAZON.COM",-9.82
2023-10-11,"WHOLE FOODS MKT",-41.72
2023-10-11,"SHELL OIL",-62.49
2023-10-11,"SUBWAY",-34.92
2023-10-11,"PEETS COFFEE",-8.27
2023-10-11,"CVS",-51.54
2023-10-11,"LYFT",-28.38
2023-10-11,"7-ELEVEN",-6.29
2023-10-11,"STARBUCKS",-14.01
2023-10-12,"76 STATION",-66.07
2023-10-12,"IN-N-OUT BURGER",-16.22
2023-10-12,"LOCAL COFFEE SHOP",-10.64
2023-10-12,"UNIQLO",-31.14
2023-10-12,"LIME SCOOTER",-12.70
2023-10-12,"7-ELEVEN",-17.42
2023-10-13,"UBER EATS",-43.39
2023-10-13,"PHILZ COFFEE",-10.41
2023-10-13,"EBAY",-49.15
2023-10-13,"TICKETMASTER",-8.75
2023-10-13,"RITE AID",-40.28
2023-10-14,"TRADER JOES",-68.35
2023-10-14,"EXXON MOBIL",-52.63
2023-10-14,"DOORDASH",-28.36
2023-10-14,"LOCAL COFFEE SHOP",-6.24
2023-10-14,"GOOGLE STORAGE",-19.26
2023-10-14,"BART TICKET",-25.46
2023-10-14,"TICKETMASTER",-26.72
2023-10-15,"PAYROLL DEPOSIT",4463.07
2023-10-15,"WHOLE FOODS MKT",-88.52
2023-10-15,"SHELL OIL",-69.99
2023-10-15,"DOORDASH",-38.77
2023-10-15,"PHILZ COFFEE",-10.00
2023-10-15,"WALMART.COM",-52.10
2023-10-15,"MCDONALDS",-12.97
2023-10-16,"IN-N-OUT BURGER",-43.78
2023-10-16,"PEETS COFFEE",-6.41
2023-10-16,"UNIQLO",-43.86
2023-10-16,"BART TICKET",-26.72
2023-10-17,"PIZZA PORT",-11.86
2023-10-17,"DUNKIN",-8.55
2023-10-17,"BEST BUY",-30.47
2023-10-18,"EXXON MOBIL",-42.30
2023-10-18,"TACO BELL",-24.10
2023-10-18,"LOCAL COFFEE SHOP",-4.67
2023-10-18,"BART TICKET",-19.94
2023-10-18,"SPOTIFY",-10.28
2023-10-19,"MCDONALDS",-41.17
2023-10-19,"PHILZ COFFEE",-4.01
2023-10-19,"WALMART.COM",-65.93
2023-10-19,"LIME SCOOTER",-30.63
2023-10-19,"CVS PHARMACY",-19.93
2023-10-20,"EXXON MOBIL",-39.93
2023-10-20,"LOCAL BISTRO",-24.62
2023-10-20,"STARBUCKS",-8.59
2023-10-20,"CVS",-41.25
2023-10-20,"BART TICKET",-14.30
2023-10-20,"STARBUCKS",-6.51
2023-10-20,"MCDONALDS",-15.87
2023-10-21,"PG&E ELECTRIC",-60.79
2023-10-21,"SPROUTS FARMERS MKT",-93.97
2023-10-21,"CHEVRON",-47.93
2023-10-21,"CHIPOTLE",-63.35
2023-10-21,"STARBUCKS",-7.83
2023-10-21,"WALMART.COM",-36.52
2023-10-21,"SPOTIFY",-19.91
2023-10-21,"MCDONALDS",-10.12
2023-10-22,"LOCAL MARKET",-89.09
2023-10-22,"76 STATION",-36.92
2023-10-22,"IN-N-OUT BURGER",-11.14
2023-10-22,"PEETS COFFEE",-7.65
2023-10-22,"GAP",-55.67
2023-10-23,"76 STATION",-46.61
2023-10-23,"IN-N-OUT BURGER",-28.70
2023-10-23,"PHILZ COFFEE",-7.60
2023-10-23,"LIME SCOOTER",-15.05
2023-10-23,"TICKETMASTER",-16.32
2023-10-24,"IN-N-OUT BURGER",-18.73
2023-10-24,"LOCAL COFFEE SHOP",-5.70
2023-10-24,"CLIPPER CARD",-32.69
2023-10-25,"WATER DISTRICT",-158.19
2023-10-25,"SUSHI HOUSE",-21.50
2023-10-25,"LOCAL COFFEE SHOP",-9.50
2023-10-25,"NYT SUBSCRIPTION",-10.95
2023-10-25,"UNIQLO",-50.75
2023-10-25,"LIME SCOOTER",-16.18
2023-10-26,"TRADER JOES",-111.10
2023-10-26,"SHELL OIL",-61.62
2023-10-26,"SUSHI HOUSE",-32.70
2023-10-26,"DUNKIN",-4.87
2023-10-26,"CVS",-48.65
2023-10-26,"AMAZON.COM",-21.19
2023-10-26,"MCDONALDS",-16.78
2023-10-27,"LOCAL BISTRO",-20.52
2023-10-27,"PEETS COFFEE",-4.13
2023-10-27,"FASTTRAK",-18.73
2023-10-27,"KINDLE EBOOK",-47.48
2023-10-27,"COPAY",-40.15
2023-10-27,"AMAZON.COM",-10.78
2023-10-27,"MCDONALDS",-16.00
2023-10-28,"SPROUTS FARMERS MKT",-18.01
2023-10-28,"76 STATION",-66.58
2023-10-28,"LOCAL BISTRO",-13.47
2023-10-28,"DUNKIN",-8.38
2023-10-28,"CVS PHARMACY",-44.39
2023-10-29,"WATER DISTRICT",-80.25
2023-10-29,"COSTCO WHOLESALE",-53.62
2023-10-29,"ARCO AMPM",-56.06
2023-10-29,"TACO BELL",-22.29
2023-10-29,"LOCAL COFFEE SHOP",-9.24
2023-10-29,"SPOTIFY USA",-13.76
2023-10-30,"SDG&E UTILITIES",-139.60
2023-10-30,"LOCAL MARKET",-23.99
2023-10-30,"UBER EATS",-8.54
2023-10-30,"LOCAL COFFEE SHOP",-8.86
2023-10-30,"CVS",-74.44
2023-10-30,"UBER",-9.09
2023-10-30,"AMC THEATRES",-44.77
2023-10-30,"RITE AID",-30.25
2023-10-31,"PIZZA PORT",-13.37
2023-10-31,"DUNKIN",-7.00
2023-10-31,"AMAZON.COM",-49.80
2023-10-31,"STARBUCKS",-10.66
2023-11-01,"PAYROLL DEPOSIT",4357.98
2023-11-01,"AVALON APARTMENTS",-2400.00
2023-11-01,"EXXON MOBIL",-54.79
2023-11-01,"IN-N-OUT BURGER",-9.56
2023-11-01,"DUNKIN",-10.28
2023-11-01,"AMAZON.COM",-59.61
2023-11-01,"EQUINOX",-50.44
2023-11-02,"EXXON MOBIL",-37.22
2023-11-02,"PIZZA PORT",-32.32
2023-11-02,"LOCAL COFFEE SHOP",-6.39
2023-11-02,"DOLLAR STORE",-20.93
2023-11-02,"BART TICKET",-34.93
2023-11-02,"PLAYSTATION NETWORK",-96.24
2023-11-02,"7-ELEVEN",-8.78
2023-11-02,"STARBUCKS",-8.24
2023-11-03,"PIZZA PORT",-14.88
2023-11-03,"PEETS COFFEE",-6.42
2023-11-03,"GAP",-10.73
2023-11-03,"SPOTIFY",-15.93
2023-11-03,"AMAZON.COM",-10.58
2023-11-04,"WHOLE FOODS MKT",-56.49
2023-11-04,"76 STATION",-41.48
2023-11-04,"PIZZA PORT",-26.17
2023-11-04,"DUNKIN",-5.20
2023-11-04,"UBER",-34.35
2023-11-04,"PLAYSTATION NETWORK",-39.48
2023-11-04,"STARBUCKS",-9.71
2023-11-05,"SAFEWAY",-110.59
2023-11-05,"EXXON MOBIL",-54.29
2023-11-05,"TACO BELL",-27.79
2023-11-05,"PEETS COFFEE",-6.24
2023-11-05,"UNIQLO",-20.20
2023-11-06,"MCDONALDS",-34.69
2023-11-06,"PEETS COFFEE",-6.87
2023-11-07,"COSTCO WHOLESALE",-110.80
2023-11-07,"76 STATION",-68.48
2023-11-07,"PANERA BREAD",-13.17
2023-11-07,"STARBUCKS",-7.02
2023-11-07,"CLIPPER CARD",-30.05
2023-11-08,"TACO BELL",-18.06
2023-11-08,"PEETS COFFEE",-6.36
2023-11-08,"SPOTIFY",-10.07
2023-11-09,"ARCO AMPM",-73.35
2023-11-09,"IN-N-OUT BURGER",-38.12
2023-11-09,"LOCAL COFFEE SHOP",-4.07
2023-11-09,"UNIQLO",-33.71
2023-11-09,"LIME SCOOTER",-21.17
2023-11-10,"ARCO AMPM",-60.87
2023-11-10,"SUSHI HOUSE",-32.50
2023-11-10,"LOCAL COFFEE SHOP",-10.55
2023-11-10,"GAP",-25.92
2023-11-10,"MCDONALDS",-23.50
2023-11-11,"SAFEWAY",-18.47
2023-11-11,"EXXON MOBIL",-41.87
2023-11-11,"UBER EATS",-11.23
2023-11-11,"PEETS COFFEE",-11.12
2023-11-11,"FASTTRAK",-31.42
2023-11-11,"AMAZON.COM",-14.19
2023-11-12,"TRADER JOES",-55.31
2023-11-12,"SHELL OIL",-50.51
2023-11-12,"PANERA BREAD",-39.25
2023-11-12,"STARBUCKS",-11.33
2023-11-12,"GAP",-80.86
2023-11-12,"LIME SCOOTER",-9.15
2023-11-13,"ARCO AMPM",-55.32
2023-11-13,"CHIPOTLE",-58.59
2023-11-13,"PEETS COFFEE",-6.24
2023-11-13,"UNIQLO",-44.24
2023-11-13,"CLIPPER CARD",-9.25
2023-11-14,"ARCO AMPM",-60.42
2023-11-14,"MCDONALDS",-27.44
2023-11-14,"PEETS COFFEE",-10.78
2023-11-14,"UNIQLO",-59.29
2023-11-14,"CLIPPER CARD",-34.46
2023-11-14,"7-ELEVEN",-9.99
2023-11-15,"ACH PAYROLL",4446.07
2023-11-15,"WATER DISTRICT",-109.47
2023-11-15,"LOCAL MARKET",-95.09
2023-11-15,"EXXON MOBIL",-67.39
2023-11-15,"CHIPOTLE",-10.61
2023-11-15,"PEETS COFFEE",-9.59
2023-11-15,"BART TICKET",-18.27
2023-11-15,"7-ELEVEN",-13.48
2023-11-15,"AMAZON.COM",-9.18
2023-11-16,"PIZZA PORT",-42.78
2023-11-16,"PEETS COFFEE",-10.30
2023-11-17,"EXXON MOBIL",-69.66
2023-11-17,"PANERA BREAD",-39.67
2023-11-17,"PEETS COFFEE",-8.13
2023-11-17,"BEST BUY",-72.81
2023-11-18,"COMCAST INTERNET",-119.41
2023-11-18,"TRADER JOES",-15.99
2023-11-18,"CHEVRON",-37.11
2023-11-18,"SUBWAY",-40.56
2023-11-18,"DUNKIN",-7.50
2023-11-18,"GAP",-44.50
2023-11-18,"AMC THEATRES",-45.87
2023-11-18,"7-ELEVEN",-13.49
2023-11-19,"VERIZON WIRELESS",-116.90
2023-11-19,"LOCAL MARKET",-114.82
2023-11-19,"76 STATION",-65.72
2023-11-19,"LOCAL BISTRO",-24.79
2023-11-19,"STARBUCKS",-4.06
2023-11-19,"RITE AID",-21.82
2023-11-19,"7-ELEVEN",-16.16
2023-11-19,"STARBUCKS",-24.55
2023-11-19,"AMAZON.COM",-7.24
2023-11-19,"AMAZON.COM",-14.79
2023-11-20,"SPROUTS FARMERS MKT",-102.90
2023-11-20,"CHEVRON",-60.25
2023-11-20,"UBER EATS",-16.86
2023-11-20,"PEETS COFFEE",-7.38
2023-11-20,"AMAZON.COM",-36.65
2023-11-20,"LYFT",-13.51
2023-11-20,"PLAYSTATION NETWORK",-50.79
2023-11-21,"ARCO AMPM",-55.14
2023-11-21,"LOCAL BISTRO",-40.13
2023-11-21,"PHILZ COFFEE",-8.64
2023-11-21,"EBAY",-22.20
2023-11-21,"SPOTIFY",-16.59
2023-11-21,"MCDONALDS",-17.52
2023-11-21,"7-ELEVEN",-7.69
2023-11-21,"AMAZON.COM",-14.73
2023-11-22,"COSTCO WHOLESALE",-57.46
2023-11-22,"CHEVRON",-43.10
2023-11-22,"LOCAL BISTRO",-16.31
2023-11-22,"DUNKIN",-11.56
2023-11-23,"CHEVRON",-52.73
2023-11-23,"TACO BELL",-35.76
2023-11-23,"STARBUCKS",-5.51
2023-11-23,"DISNEY PLUS",-14.78
2023-11-23,"WALMART.COM",-18.90
2023-11-23,"FASTTRAK",-14.80
2023-11-23,"STEAM GAMES",-24.57
2023-11-23,"CVS PHARMACY",-26.86
2023-11-23,"MCDONALDS",-10.23
2023-11-23,"7-ELEVEN",-16.40
2023-11-24,"PANERA BREAD",-37.99
2023-11-24,"STARBUCKS",-9.21
2023-11-24,"PARKING METER",-5.85
2023-11-24,"KINDLE EBOOK",-42.17
2023-11-25,"PG&E ELECTRIC",-76.30
2023-11-25,"SAFEWAY",-87.06
2023-11-25,"EXXON MOBIL",-68.48
2023-11-25,"TACO BELL",-42.44
2023-11-25,"STARBUCKS",-10.00
2023-11-25,"DOLLAR STORE",-57.47
2023-11-25,"BART TICKET",-21.01
2023-11-25,"STEAM GAMES",-38.28
2023-11-25,"CVS PHARMACY",-24.07
2023-11-25,"AMAZON.COM",-10.70
2023-11-26,"SPROUTS FARMERS MKT",-45.26
2023-11-26,"ARCO AMPM",-57.02
2023-11-26,"CHIPOTLE",-11.80
2023-11-26,"DUNKIN",-5.15
2023-11-27,"ARCO AMPM",-65.62
2023-11-27,"TACO BELL",-10.62
2023-11-27,"DUNKIN",-10.26
2023-11-27,"MCDONALDS",-17.64
2023-11-27,"STARBUCKS",-13.53
2023-11-28,"SUBWAY",-9.05
2023-11-28,"LOCAL COFFEE SHOP",-10.96
2023-11-28,"LYFT",-11.44
2023-11-28,"MCDONALDS",-19.34
2023-11-29,"SHELL OIL",-60.94
2023-11-29,"SUSHI HOUSE",-31.64
2023-11-29,"LOCAL COFFEE SHOP",-10.82
2023-11-29,"CVS",-39.07
2023-11-29,"LIME SCOOTER",-23.10
2023-11-29,"STARBUCKS",-21.90
2023-11-29,"AMAZON.COM",-11.96
2023-11-30,"SAFEWAY",-24.19
2023-11-30,"CHEVRON",-64.04
2023-11-30,"IN-N-OUT BURGER",-29.05
2023-11-30,"LOCAL COFFEE SHOP",-9.03
2023-11-30,"UNIQLO",-64.96
2023-11-30,"BART TICKET",-15.93
2023-11-30,"WALGREENS",-25.57
2023-11-30,"AMAZON.COM",-13.59
2023-12-01,"DIRECT DEPOSIT - EMPLOYER",4486.48
2023-12-01,"AVALON APARTMENTS",-2400.00
2023-12-01,"PIZZA PORT",-32.79
2023-12-01,"PEETS COFFEE",-11.97
2023-12-01,"TARGET",-13.23
2023-12-01,"STEAM GAMES",-48.99
2023-12-01,"EQUINOX",-45.38
2023-12-02,"SPROUTS FARMERS MKT",-18.29
2023-12-02,"SHELL OIL",-69.58
2023-12-02,"MCDONALDS",-14.56
2023-12-02,"LOCAL COFFEE SHOP",-7.14
2023-12-02,"BEST BUY",-20.72
2023-12-02,"SPOTIFY",-40.65
2023-12-03,"COSTCO WHOLESALE",-109.99
2023-12-03,"CHEVRON",-40.85
2023-12-03,"UBER EATS",-39.75
2023-12-03,"DUNKIN",-9.89
2023-12-03,"DOLLAR STORE",-61.73
2023-12-03,"DAVE AND BUSTERS",-30.31
2023-12-04,"WATER DISTRICT",-177.99
2023-12-04,"EXXON MOBIL",-52.84
2023-12-04,"PIZZA PORT",-36.34
2023-12-04,"PEETS COFFEE",-11.48
2023-12-04,"WALMART.COM",-32.33
2023-12-04,"PLAYSTATION NETWORK",-24.29
2023-12-05,"SDG&E UTILITIES",-97.75
2023-12-05,"CHEVRON",-37.31
2023-12-05,"SUSHI HOUSE",-34.15
2023-12-05,"STARBUCKS",-7.09
2023-12-05,"UNIQLO",-19.07
2023-12-06,"SUSHI HOUSE",-17.72
2023-12-06,"LOCAL COFFEE SHOP",-8.86
2023-12-06,"EBAY",-59.13
2023-12-06,"SPOTIFY",-32.96
2023-12-07,"SAFEWAY",-30.86
2023-12-07,"SHELL OIL",-46.82
2023-12-07,"SUBWAY",-38.91
